ticker,event_date,box_high,box_low,box_days,box_range_pct,volume_confirmed,regime_at_event,breakout_magnitude_pct,liquidity_level_at_event,is_etf,event_seq_for_ticker,is_limit_up_day
6223,2025-06-06,688.108154296875,611.5426635742188,20,11.78,False,🔄 大盤低波盤整區,17.4,🟢 流動性正常,,2,False
6223,2025-08-14,1121.168701171875,996.3335571289062,20,11.79,False,📈 大盤穩健多頭趨勢,12.44,🟢 流動性正常,,3,False
6223,2026-01-20,2371.894775390625,2137.695068359375,27,10.39,False,📈 大盤穩健多頭趨勢,2.94,🟢 流動性正常,,4,False
3711,2025-01-07,158.03143310546875,140.36630249023438,48,11.84,False,🔄 大盤低波盤整區,5.74,🟢 流動性正常,,1,False
3711,2025-01-22,167.10272216796875,148.96014404296875,25,11.48,False,🔄 大盤低波盤整區,1.14,🟢 流動性正常,,2,False
3711,2025-02-17,169.01246643066406,149.91502380371094,30,11.98,False,🔄 大盤低波盤整區,0.56,🟢 流動性正常,,3,False
3711,2025-05-22,132.72731018066406,120.79139709472656,20,9.42,False,🔄 大盤低波盤整區,4.32,🟢 流動性正常,,4,False
3711,2025-06-25,143.70834350585938,127.47550201416016,32,11.97,False,🔄 大盤低波盤整區,1.66,🟢 流動性正常,,5,False
3711,2025-07-15,146.0955352783203,132.72731018066406,20,9.59,False,📈 大盤穩健多頭趨勢,2.08,🟢 流動性正常,,6,False
3711,2025-09-02,154.091552734375,137.0242462158203,49,11.73,False,📈 大盤穩健多頭趨勢,0.96,🟢 流動性正常,,7,False
3711,2025-10-21,172.91946411132812,154.58702087402344,20,11.2,False,📈 大盤穩健多頭趨勢,11.75,🟢 流動性正常,,8,False
3711,2025-12-16,232.87147521972656,207.1069793701172,20,11.71,False,📈 大盤穩健多頭趨勢,-2.55,🟢 流動性正常,,9,False
3711,2026-01-08,242.28543090820312,215.5299835205078,20,11.69,False,📈 大盤穩健多頭趨勢,11.86,🟢 流動性正常,,10,False
3711,2026-03-04,311.15594482421875,280.43670654296875,20,10.39,False,⚠️ 大盤高波動震盪區,4.3,🟢 流動性正常,,11,False
3711,2026-04-15,356.24383544921875,317.1015930175781,20,11.63,False,⚠️ 大盤高波動震盪區,24.2,🟢 流動性正常,,12,False
6841,2025-01-20,76.24681091308594,68.1953125,21,11.15,False,⚠️ 大盤高波動震盪區,7.38,🟡 流動性偏低,,1,False
6841,2025-03-24,88.6635971069336,78.9629898071289,25,11.57,False,🔄 大盤低波盤整區,1.64,🟢 流動性正常,,2,False
6841,2025-04-08,88.27556610107422,78.283935546875,20,12.0,True,⚠️ 大盤高波動震盪區,-30.66,🟢 流動性正常,,3,False
6841,2025-05-23,70.13542938232422,62.471946716308594,20,11.56,False,🔄 大盤低波盤整區,-1.42,🟡 流動性偏低,,4,False
6841,2025-08-18,68.05430603027344,60.6784782409668,28,11.46,False,📈 大盤穩健多頭趨勢,1.88,🟡 流動性偏低,,5,False
6841,2025-12-09,68.93940734863281,61.95695495605469,33,10.67,False,⚠️ 大盤高波動震盪區,-1.14,🟡 流動性偏低,,6,False
6841,2026-01-27,69.03775024414062,61.95695495605469,60,10.81,False,📈 大盤穩健多頭趨勢,1.42,🟡 流動性偏低,,7,False
6841,2026-06-11,62.44867706298828,55.599998474121094,60,11.6,True,📈 大盤穩健多頭趨勢,-3.44,🟡 流動性偏低,,8,False
6841,2026-07-13,63.099998474121094,56.29999923706055,20,11.39,True,📈 大盤穩健多頭趨勢,0.63,🟡 流動性偏低,,9,False
2382,2025-06-13,254.0194549560547,225.64248657226562,20,11.83,False,🔄 大盤低波盤整區,3.6,🟢 流動性正常,,1,False
2382,2025-08-05,270.45355224609375,241.6617431640625,48,11.24,False,📈 大盤穩健多頭趨勢,2.13,🟢 流動性正常,,2,False
2382,2025-09-23,271.41259765625,243.12046813964844,21,11.0,False,📈 大盤穩健多頭趨勢,1.24,🟢 流動性正常,,3,False
2382,2025-11-04,295.8684997558594,268.055908203125,20,9.86,True,📈 大盤穩健多頭趨勢,-6.81,🟢 流動性正常,,4,False
2382,2026-02-25,280.52362060546875,249.35433959960938,37,11.76,False,📈 大盤穩健多頭趨勢,1.71,🟢 流動性正常,,5,False
2382,2026-04-08,288.67559814453125,260.8630065917969,50,10.12,False,⚠️ 大盤高波動震盪區,2.16,🟢 流動性正常,,6,False
3231,2024-12-06,115.19557189941406,103.53610229492188,20,10.66,True,📈 大盤穩健多頭趨勢,-3.64,🟢 流動性正常,,1,False
3231,2025-05-26,101.67058563232422,90.75732421875,20,11.34,True,🔄 大盤低波盤整區,6.42,🟢 流動性正常,,2,False
3231,2025-06-13,108.66626739501953,96.54042053222656,20,11.82,False,🔄 大盤低波盤整區,5.19,🟢 流動性正常,,3,False
3231,2025-07-01,114.79051971435547,102.13697052001953,20,11.67,False,📈 大盤穩健多頭趨勢,0.84,🟢 流動性正常,,4,False
3231,2025-08-11,121.06058502197266,109.48506927490234,35,10.04,False,📈 大盤穩健多頭趨勢,1.59,🟢 流動性正常,,5,False
3231,2025-09-23,113.34357452392578,105.62657165527344,20,7.05,True,📈 大盤穩健多頭趨勢,4.26,🟢 流動性正常,,6,False
3231,2025-12-11,145.17623901367188,132.15379333496094,20,9.39,True,⚠️ 大盤高波動震盪區,-4.32,🟢 流動性正常,,7,False
3231,2026-01-02,145.65855407714844,132.15379333496094,34,9.72,False,📈 大盤穩健多頭趨勢,2.65,🟢 流動性正常,,8,False
3231,2026-04-20,133.118408203125,118.16670989990234,45,11.9,False,📈 大盤穩健多頭趨勢,1.81,🟢 流動性正常,,9,False
